campaign_id,client_id,platform,campaign_name,objective,status,daily_budget,bid_strategy,attribution_window,created_at
MC_00000593,CL_0049,Meta,Brand Search - Beauty - Evergreen,Brand Search,active,178.96,maximize_conversions,7d_click_1d_view,2025-07-21 23:16:47
MC_00000594,CL_0049,Meta,Retargeting - Beauty - Promo,Retargeting,active,2379.97,target_roas,data_driven,2025-10-10 03:43:27
GC_00000595,CL_0049,Google,Retargeting - Beauty - Q2,Retargeting,active,1095.92,cost_cap,7d_click_1d_view,2025-12-12 06:32:52
GC_00000596,CL_0049,Google,Brand Search - Beauty - Q2,Brand Search,active,471.32,maximize_conversions,1d_click,2025-08-08 20:31:20
GC_00000597,CL_0049,Google,Shopping - Beauty - Promo,Shopping,active,1422.74,maximize_conversions,7d_click,2025-11-27 10:09:49
GC_00000598,CL_0049,Google,Brand Search - Beauty - Evergreen,Brand Search,active,1341.33,maximize_conversions,7d_click_1d_view,2025-09-30 00:48:01
GC_00000599,CL_0049,Google,Winback - Beauty - Scale,Winback,active,1108.89,cost_cap,7d_click,2026-02-21 13:48:24
GC_00000600,CL_0049,Google,Brand Search - Beauty - Promo,Brand Search,paused,954.25,target_roas,7d_click,2025-08-01 05:51:17
GC_00000601,CL_0049,Google,Prospecting - Beauty - Scale,Prospecting,active,1884.23,maximize_conversions,1d_click,2026-03-04 17:17:06
GC_00000602,CL_0049,Google,Prospecting - Beauty - Scale,Prospecting,active,1108.51,target_roas,7d_click,2025-10-06 09:30:35
MC_00000603,CL_0050,Meta,Retargeting - Home Goods - Q2,Retargeting,active,949.32,lowest_cost,7d_click,2025-09-27 02:37:30
MC_00000604,CL_0050,Meta,Winback - Home Goods - Promo,Winback,active,581.91,maximize_conversions,7d_click_1d_view,2026-01-14 23:02:20
MC_00000605,CL_0050,Meta,Retargeting - Home Goods - Scale,Retargeting,active,78.11,maximize_conversions,7d_click_1d_view,2026-03-02 02:39:22
MC_00000606,CL_0050,Meta,Shopping - Home Goods - Promo,Shopping,active,1522.73,lowest_cost,1d_click,2025-07-16 20:20:58
MC_00000607,CL_0050,Meta,Shopping - Home Goods - Promo,Shopping,learning,697.60,target_roas,7d_click_1d_view,2025-09-03 09:34:18
GC_00000608,CL_0050,Google,Prospecting - Home Goods - Q2,Prospecting,active,137.49,lowest_cost,7d_click_1d_view,2026-01-23 05:14:39
GC_00000609,CL_0050,Google,Lookalike - Home Goods - Scale,Lookalike,paused,946.91,lowest_cost,7d_click,2025-08-21 23:42:02
GC_00000610,CL_0050,Google,Lookalike - Home Goods - Q2,Lookalike,active,625.34,target_roas,1d_click,2025-08-20 06:03:33
GC_00000611,CL_0050,Google,Prospecting - Home Goods - Q2,Prospecting,active,1237.44,lowest_cost,1d_click,2025-09-30 06:37:23
GC_00000612,CL_0050,Google,Prospecting - Home Goods - Scale,Prospecting,active,1485.43,cost_cap,1d_click,2025-12-02 19:54:05
GC_00000613,CL_0050,Google,Shopping - Home Goods - Evergreen,Shopping,active,1193.14,lowest_cost,7d_click,2025-11-18 23:11:12
GC_00000614,CL_0050,Google,Lookalike - Home Goods - Scale,Lookalike,limited,1098.09,lowest_cost,7d_click,2025-08-09 19:35:35
MC_00000615,CL_0051,Meta,Retargeting - Supplements - Promo,Retargeting,active,2112.09,lowest_cost,7d_click,2025-12-16 01:59:32
MC_00000616,CL_0051,Meta,Winback - Supplements - Promo,Winback,active,1029.55,target_roas,1d_click,2025-07-23 16:39:47
MC_00000617,CL_0051,Meta,Brand Search - Supplements - Evergreen,Brand Search,paused,1438.47,cost_cap,1d_click,2025-09-01 20:37:44
MC_00000618,CL_0051,Meta,Shopping - Supplements - Q2,Shopping,active,2416.97,target_roas,7d_click,2026-03-11 16:32:08
MC_00000619,CL_0051,Meta,Brand Search - Supplements - Promo,Brand Search,active,1106.04,maximize_conversions,7d_click,2025-09-08 21:17:11
MC_00000620,CL_0051,Meta,Lookalike - Supplements - Evergreen,Lookalike,learning,1275.50,lowest_cost,1d_click,2025-11-30 19:39:37
MC_00000621,CL_0051,Meta,Winback - Supplements - Promo,Winback,active,2425.32,target_roas,7d_click,2025-10-04 18:18:44
MC_00000622,CL_0051,Meta,Prospecting - Supplements - Q2,Prospecting,paused,1940.72,maximize_conversions,7d_click,2025-09-13 18:38:05
GC_00000623,CL_0051,Google,Brand Search - Supplements - Evergreen,Brand Search,paused,1906.92,cost_cap,1d_click,2025-11-06 02:37:37
GC_00000624,CL_0051,Google,Shopping - Supplements - Scale,Shopping,paused,191.36,cost_cap,1d_click,2025-11-01 22:41:05
GC_00000625,CL_0051,Google,Brand Search - Supplements - Scale,Brand Search,active,1237.38,maximize_conversions,7d_click,2025-11-03 14:10:07
GC_00000626,CL_0051,Google,Shopping - Supplements - Q2,Shopping,active,1805.17,cost_cap,7d_click_1d_view,2025-07-19 05:36:54
GC_00000627,CL_0051,Google,Lookalike - Supplements - Q2,Lookalike,active,1495.72,cost_cap,1d_click,2025-09-01 15:14:35
GC_00000628,CL_0051,Google,Shopping - Supplements - Promo,Shopping,active,1186.13,target_roas,7d_click_1d_view,2026-01-08 01:49:57
MC_00000629,CL_0052,Meta,Lookalike - Food & Beverage - Evergreen,Lookalike,active,2956.05,target_roas,data_driven,2025-09-27 18:53:18
MC_00000630,CL_0052,Meta,Prospecting - Food & Beverage - Scale,Prospecting,active,2754.36,maximize_conversions,data_driven,2026-01-15 08:05:10
MC_00000631,CL_0052,Meta,Prospecting - Food & Beverage - Promo,Prospecting,active,2980.28,lowest_cost,7d_click,2025-10-08 19:01:34
MC_00000632,CL_0052,Meta,Retargeting - Food & Beverage - Scale,Retargeting,paused,406.46,target_roas,1d_click,2025-09-13 01:10:06
MC_00000633,CL_0052,Meta,Retargeting - Food & Beverage - Scale,Retargeting,active,1473.48,lowest_cost,7d_click_1d_view,2025-12-18 07:59:03
MC_00000634,CL_0052,Meta,Lookalike - Food & Beverage - Promo,Lookalike,active,427.37,maximize_conversions,1d_click,2025-10-25 22:14:01
MC_00000635,CL_0052,Meta,Brand Search - Food & Beverage - Evergreen,Brand Search,active,2157.06,cost_cap,7d_click,2025-09-01 09:54:16
MC_00000636,CL_0052,Meta,Retargeting - Food & Beverage - Scale,Retargeting,active,3328.65,cost_cap,7d_click_1d_view,2025-12-16 08:24:08
GC_00000637,CL_0052,Google,Winback - Food & Beverage - Promo,Winback,active,2054.03,maximize_conversions,data_driven,2025-12-12 23:17:02
GC_00000638,CL_0052,Google,Brand Search - Food & Beverage - Promo,Brand Search,active,1956.27,maximize_conversions,data_driven,2025-10-30 14:29:11
GC_00000639,CL_0052,Google,Winback - Food & Beverage - Promo,Winback,active,1723.10,lowest_cost,data_driven,2025-10-06 20:13:42
GC_00000640,CL_0052,Google,Winback - Food & Beverage - Scale,Winback,active,1890.04,target_roas,data_driven,2025-12-17 02:11:18
GC_00000641,CL_0052,Google,Prospecting - Food & Beverage - Scale,Prospecting,active,801.20,target_roas,data_driven,2025-08-10 19:24:12
GC_00000642,CL_0052,Google,Prospecting - Food & Beverage - Scale,Prospecting,paused,2824.99,lowest_cost,7d_click,2026-01-29 04:53:23
GC_00000643,CL_0052,Google,Retargeting - Food & Beverage - Q2,Retargeting,paused,901.66,maximize_conversions,7d_click_1d_view,2025-10-05 16:23:16
GC_00000644,CL_0052,Google,Winback - Food & Beverage - Q2,Winback,active,3330.05,lowest_cost,7d_click,2025-10-20 20:08:08
MC_00000645,CL_0053,Meta,Brand Search - Beauty - Scale,Brand Search,learning,492.05,target_roas,7d_click,2025-10-01 23:21:43
MC_00000646,CL_0053,Meta,Prospecting - Beauty - Evergreen,Prospecting,active,272.86,maximize_conversions,1d_click,2025-09-10 07:48:33
MC_00000647,CL_0053,Meta,Prospecting - Beauty - Scale,Prospecting,learning,483.51,target_roas,7d_click_1d_view,2025-10-14 23:00:12
MC_00000648,CL_0053,Meta,Winback - Beauty - Evergreen,Winback,active,1332.98,target_roas,7d_click_1d_view,2025-07-27 09:08:05
MC_00000649,CL_0053,Meta,Retargeting - Beauty - Scale,Retargeting,paused,226.39,cost_cap,7d_click,2025-09-07 14:43:29
GC_00000650,CL_0053,Google,Prospecting - Beauty - Scale,Prospecting,active,2420.88,lowest_cost,data_driven,2026-03-02 11:19:12
GC_00000651,CL_0053,Google,Winback - Beauty - Q2,Winback,active,255.15,target_roas,1d_click,2025-09-21 09:05:06
GC_00000652,CL_0053,Google,Retargeting - Beauty - Q2,Retargeting,active,886.11,cost_cap,7d_click_1d_view,2026-02-11 05:17:24
GC_00000653,CL_0053,Google,Prospecting - Beauty - Q2,Prospecting,paused,1581.43,lowest_cost,data_driven,2025-10-14 03:37:38
GC_00000654,CL_0053,Google,Prospecting - Beauty - Q2,Prospecting,active,546.20,lowest_cost,1d_click,2025-07-30 21:31:02
MC_00000655,CL_0054,Meta,Shopping - Footwear - Evergreen,Shopping,active,969.02,maximize_conversions,7d_click_1d_view,2025-10-08 16:16:49
MC_00000656,CL_0054,Meta,Retargeting - Footwear - Scale,Retargeting,active,969.35,maximize_conversions,data_driven,2025-07-30 19:25:21
MC_00000657,CL_0054,Meta,Lookalike - Footwear - Promo,Lookalike,paused,1362.06,maximize_conversions,7d_click,2025-09-14 22:02:43
MC_00000658,CL_0054,Meta,Winback - Footwear - Evergreen,Winback,active,985.74,target_roas,7d_click_1d_view,2025-11-08 16:12:33
MC_00000659,CL_0054,Meta,Shopping - Footwear - Promo,Shopping,learning,2090.44,maximize_conversions,7d_click_1d_view,2026-01-13 16:55:21
GC_00000660,CL_0054,Google,Lookalike - Footwear - Evergreen,Lookalike,active,1914.65,target_roas,data_driven,2025-07-27 15:22:10
GC_00000661,CL_0054,Google,Shopping - Footwear - Promo,Shopping,active,1782.12,target_roas,7d_click,2026-01-02 01:15:13
GC_00000662,CL_0054,Google,Shopping - Footwear - Promo,Shopping,active,468.29,cost_cap,data_driven,2025-10-08 16:50:06
GC_00000663,CL_0054,Google,Lookalike - Footwear - Q2,Lookalike,active,1544.39,lowest_cost,7d_click,2026-02-03 23:23:29
GC_00000664,CL_0054,Google,Prospecting - Footwear - Q2,Prospecting,active,1253.81,maximize_conversions,7d_click_1d_view,2025-09-03 06:16:31
MC_00000665,CL_0055,Meta,Retargeting - Baby - Evergreen,Retargeting,paused,280.33,maximize_conversions,1d_click,2026-01-11 18:24:57
MC_00000666,CL_0055,Meta,Brand Search - Baby - Evergreen,Brand Search,active,166.45,cost_cap,7d_click,2026-02-11 07:20:49
MC_00000667,CL_0055,Meta,Retargeting - Baby - Q2,Retargeting,paused,835.89,maximize_conversions,1d_click,2025-12-07 04:09:49
MC_00000668,CL_0055,Meta,Shopping - Baby - Q2,Shopping,active,1025.91,target_roas,7d_click_1d_view,2025-12-20 04:39:33
MC_00000669,CL_0055,Meta,Shopping - Baby - Evergreen,Shopping,active,1398.32,target_roas,7d_click,2026-01-22 14:04:51
MC_00000670,CL_0055,Meta,Winback - Baby - Scale,Winback,paused,291.22,cost_cap,data_driven,2025-10-04 10:37:53
MC_00000671,CL_0055,Meta,Retargeting - Baby - Scale,Retargeting,active,80.25,target_roas,7d_click_1d_view,2026-01-07 11:40:54
MC_00000672,CL_0055,Meta,Winback - Baby - Q2,Winback,learning,447.87,maximize_conversions,7d_click,2025-08-18 23:14:16
GC_00000673,CL_0055,Google,Winback - Baby - Q2,Winback,learning,800.41,target_roas,7d_click_1d_view,2025-09-23 16:25:55
GC_00000674,CL_0055,Google,Winback - Baby - Scale,Winback,active,649.10,target_roas,7d_click_1d_view,2026-01-23 20:48:13
GC_00000675,CL_0055,Google,Winback - Baby - Q2,Winback,active,595.71,maximize_conversions,1d_click,2025-12-16 19:58:10
GC_00000676,CL_0055,Google,Lookalike - Baby - Evergreen,Lookalike,active,246.58,lowest_cost,1d_click,2025-09-05 01:57:15
GC_00000677,CL_0055,Google,Winback - Baby - Scale,Winback,active,798.95,lowest_cost,7d_click,2026-02-10 14:09:06
GC_00000678,CL_0055,Google,Lookalike - Baby - Q2,Lookalike,active,645.73,target_roas,data_driven,2025-08-27 07:54:39
GC_00000679,CL_0055,Google,Winback - Baby - Promo,Winback,paused,1092.20,cost_cap,data_driven,2026-01-24 10:55:49
MC_00000680,CL_0056,Meta,Brand Search - Pet Supplies - Q2,Brand Search,active,1299.18,lowest_cost,7d_click,2026-03-06 23:11:21
MC_00000681,CL_0056,Meta,Prospecting - Pet Supplies - Promo,Prospecting,active,824.47,lowest_cost,1d_click,2025-07-16 08:05:06
MC_00000682,CL_0056,Meta,Lookalike - Pet Supplies - Scale,Lookalike,active,441.49,maximize_conversions,7d_click,2026-01-07 02:02:13
MC_00000683,CL_0056,Meta,Winback - Pet Supplies - Evergreen,Winback,active,971.02,cost_cap,7d_click_1d_view,2025-08-24 07:21:43
MC_00000684,CL_0056,Meta,Winback - Pet Supplies - Q2,Winback,active,1091.65,cost_cap,7d_click,2025-08-31 10:10:50
MC_00000685,CL_0056,Meta,Prospecting - Pet Supplies - Scale,Prospecting,paused,491.21,maximize_conversions,1d_click,2026-02-10 09:06:20
MC_00000686,CL_0056,Meta,Brand Search - Pet Supplies - Evergreen,Brand Search,learning,1201.78,maximize_conversions,7d_click_1d_view,2025-09-03 07:35:59
GC_00000687,CL_0056,Google,Prospecting - Pet Supplies - Evergreen,Prospecting,active,377.40,target_roas,7d_click,2025-12-30 21:39:42
GC_00000688,CL_0056,Google,Retargeting - Pet Supplies - Q2,Retargeting,active,466.53,lowest_cost,data_driven,2026-02-17 06:27:11
GC_00000689,CL_0056,Google,Shopping - Pet Supplies - Scale,Shopping,active,576.71,target_roas,7d_click_1d_view,2026-03-09 18:00:34
GC_00000690,CL_0056,Google,Shopping - Pet Supplies - Evergreen,Shopping,active,214.20,maximize_conversions,7d_click_1d_view,2025-08-24 11:05:33
GC_00000691,CL_0056,Google,Winback - Pet Supplies - Promo,Winback,paused,315.66,target_roas,1d_click,2025-08-10 00:17:35
GC_00000692,CL_0056,Google,Prospecting - Pet Supplies - Q2,Prospecting,active,1487.15,cost_cap,7d_click,2025-07-24 11:12:57
GC_00000693,CL_0056,Google,Shopping - Pet Supplies - Scale,Shopping,active,598.11,cost_cap,7d_click,2025-12-19 06:33:03
GC_00000694,CL_0056,Google,Shopping - Pet Supplies - Evergreen,Shopping,active,1032.24,maximize_conversions,7d_click,2025-12-09 17:22:18
MC_00000695,CL_0057,Meta,Retargeting - Home Goods - Evergreen,Retargeting,active,1636.40,maximize_conversions,data_driven,2025-11-02 23:34:40
MC_00000696,CL_0057,Meta,Shopping - Home Goods - Evergreen,Shopping,active,406.68,lowest_cost,1d_click,2025-10-28 20:37:59
MC_00000697,CL_0057,Meta,Shopping - Home Goods - Scale,Shopping,active,1058.21,cost_cap,7d_click_1d_view,2026-01-12 18:06:53
MC_00000698,CL_0057,Meta,Lookalike - Home Goods - Evergreen,Lookalike,active,1252.19,maximize_conversions,1d_click,2025-08-27 07:28:00
GC_00000699,CL_0057,Google,Prospecting - Home Goods - Scale,Prospecting,active,1146.50,cost_cap,7d_click_1d_view,2025-11-23 20:53:22
GC_00000700,CL_0057,Google,Shopping - Home Goods - Q2,Shopping,active,1637.13,lowest_cost,data_driven,2025-07-25 12:03:57
GC_00000701,CL_0057,Google,Lookalike - Home Goods - Promo,Lookalike,active,481.50,lowest_cost,data_driven,2025-12-01 22:15:42
GC_00000702,CL_0057,Google,Winback - Home Goods - Scale,Winback,active,1937.54,maximize_conversions,7d_click_1d_view,2025-11-30 08:49:11
GC_00000703,CL_0057,Google,Prospecting - Home Goods - Scale,Prospecting,active,1412.80,maximize_conversions,data_driven,2026-03-07 18:30:43
GC_00000704,CL_0057,Google,Prospecting - Home Goods - Scale,Prospecting,active,1375.44,maximize_conversions,1d_click,2025-08-02 01:36:33
GC_00000705,CL_0057,Google,Prospecting - Home Goods - Evergreen,Prospecting,active,2258.86,maximize_conversions,data_driven,2025-12-07 01:50:13
MC_00000706,CL_0058,Meta,Brand Search - Pet Supplies - Evergreen,Brand Search,active,1651.26,cost_cap,data_driven,2025-10-06 12:17:04
MC_00000707,CL_0058,Meta,Retargeting - Pet Supplies - Evergreen,Retargeting,active,1316.99,maximize_conversions,7d_click_1d_view,2025-07-25 07:07:01
MC_00000708,CL_0058,Meta,Shopping - Pet Supplies - Scale,Shopping,paused,1337.49,maximize_conversions,1d_click,2026-02-24 22:56:53
MC_00000709,CL_0058,Meta,Brand Search - Pet Supplies - Scale,Brand Search,active,1274.11,maximize_conversions,7d_click,2026-01-14 09:55:16
GC_00000710,CL_0058,Google,Brand Search - Pet Supplies - Q2,Brand Search,active,753.02,maximize_conversions,1d_click,2026-01-05 01:46:38
GC_00000711,CL_0058,Google,Brand Search - Pet Supplies - Promo,Brand Search,active,989.86,lowest_cost,data_driven,2026-01-06 19:19:00
GC_00000712,CL_0058,Google,Retargeting - Pet Supplies - Q2,Retargeting,active,2153.30,target_roas,7d_click_1d_view,2025-09-17 01:19:59
GC_00000713,CL_0058,Google,Lookalike - Pet Supplies - Promo,Lookalike,active,416.46,cost_cap,1d_click,2026-01-09 12:05:26
GC_00000714,CL_0058,Google,Shopping - Pet Supplies - Q2,Shopping,active,1999.14,maximize_conversions,1d_click,2025-09-19 15:04:02
GC_00000715,CL_0058,Google,Prospecting - Pet Supplies - Scale,Prospecting,active,1300.65,cost_cap,7d_click_1d_view,2025-09-21 09:43:04
GC_00000716,CL_0058,Google,Prospecting - Pet Supplies - Evergreen,Prospecting,learning,2221.97,lowest_cost,7d_click,2026-02-13 06:04:12
GC_00000717,CL_0058,Google,Prospecting - Pet Supplies - Q2,Prospecting,learning,1541.58,maximize_conversions,7d_click_1d_view,2025-07-31 11:06:53
MC_00000718,CL_0059,Meta,Prospecting - Home Goods - Q2,Prospecting,active,213.53,target_roas,7d_click,2025-07-22 04:18:14
MC_00000719,CL_0059,Meta,Retargeting - Home Goods - Scale,Retargeting,active,718.52,maximize_conversions,7d_click,2025-11-17 06:13:18
MC_00000720,CL_0059,Meta,Prospecting - Home Goods - Scale,Prospecting,active,1588.30,maximize_conversions,1d_click,2025-08-03 17:08:00
MC_00000721,CL_0059,Meta,Prospecting - Home Goods - Promo,Prospecting,active,922.94,target_roas,7d_click,2025-12-21 00:51:08
MC_00000722,CL_0059,Meta,Winback - Home Goods - Scale,Winback,paused,718.89,maximize_conversions,7d_click_1d_view,2025-11-01 15:05:38
MC_00000723,CL_0059,Meta,Retargeting - Home Goods - Evergreen,Retargeting,active,1030.52,target_roas,1d_click,2025-09-13 03:18:20
MC_00000724,CL_0059,Meta,Prospecting - Home Goods - Q2,Prospecting,paused,666.57,maximize_conversions,data_driven,2025-10-25 17:57:58
MC_00000725,CL_0059,Meta,Shopping - Home Goods - Evergreen,Shopping,active,1192.16,target_roas,data_driven,2026-01-03 19:36:19
GC_00000726,CL_0059,Google,Lookalike - Home Goods - Promo,Lookalike,active,1555.59,lowest_cost,data_driven,2026-03-07 11:38:52
GC_00000727,CL_0059,Google,Winback - Home Goods - Evergreen,Winback,active,1119.50,target_roas,data_driven,2025-12-05 07:10:32
GC_00000728,CL_0059,Google,Lookalike - Home Goods - Promo,Lookalike,active,956.21,lowest_cost,data_driven,2025-08-18 00:22:16
GC_00000729,CL_0059,Google,Brand Search - Home Goods - Scale,Brand Search,active,705.08,target_roas,7d_click_1d_view,2026-01-20 15:48:57
GC_00000730,CL_0059,Google,Winback - Home Goods - Scale,Winback,active,1203.45,maximize_conversions,7d_click,2026-03-04 14:26:26
GC_00000731,CL_0059,Google,Shopping - Home Goods - Scale,Shopping,active,342.97,lowest_cost,1d_click,2025-11-06 07:36:25
GC_00000732,CL_0059,Google,Lookalike - Home Goods - Q2,Lookalike,active,650.26,target_roas,data_driven,2025-08-09 00:42:23
MC_00000733,CL_0060,Meta,Retargeting - Beauty - Evergreen,Retargeting,learning,2017.22,maximize_conversions,7d_click,2025-08-08 22:32:11
MC_00000734,CL_0060,Meta,Prospecting - Beauty - Scale,Prospecting,active,1197.42,cost_cap,1d_click,2025-10-19 18:42:40
MC_00000735,CL_0060,Meta,Winback - Beauty - Evergreen,Winback,active,1513.83,cost_cap,7d_click_1d_view,2025-11-13 07:44:47
MC_00000736,CL_0060,Meta,Prospecting - Beauty - Promo,Prospecting,active,3097.42,target_roas,data_driven,2026-01-12 05:41:52
GC_00000737,CL_0060,Google,Brand Search - Beauty - Scale,Brand Search,active,1305.91,lowest_cost,7d_click_1d_view,2026-03-04 12:19:17
GC_00000738,CL_0060,Google,Lookalike - Beauty - Q2,Lookalike,active,1605.81,maximize_conversions,data_driven,2026-02-19 05:53:14
GC_00000739,CL_0060,Google,Winback - Beauty - Scale,Winback,active,3149.62,maximize_conversions,7d_click_1d_view,2025-12-18 17:22:15
GC_00000740,CL_0060,Google,Prospecting - Beauty - Q2,Prospecting,active,2669.73,target_roas,7d_click_1d_view,2026-02-21 19:11:33
